uid,city_name,offense_code,offense_type,offense_group,offense_against,date_single,longitude,latitude,location_type,location_category,census_block
2033161,Chicago,13B,simple assault,assault offenses,persons,2012-03-28 21:00,-87.669019,41.716827,residence,residence,170317202003007
2033219,Chicago,240,motor vehicle theft,motor vehicle theft,property,2012-03-28 22:00,-87.585681,41.73847,street,street,170314503004013
2033471,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-03-29 08:48,-87.717186,41.895452,street,street,170312315004003
2033559,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2012-03-29 10:15,-87.642303,41.67781,other retail,retail,170315303001008
2033565,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-03-29 10:28,-87.677871,41.79143,private vehicle,vehicle,170316705001012
2033603,Chicago,520,weapon law violations,weapon law violations,society,2012-03-29 11:30,-87.626461,41.690733,street,street,170314913001007
2033649,Chicago,26B,credit card/automated teller machine fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2012-03-29 12:00,-87.618257,41.755755,residence,residence,170316913001021
2033682,Chicago,23C,shoplifting,larceny/theft offenses,property,2012-03-29 12:40,-87.627877,41.8835,other retail,retail,170313201001016
2033841,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-03-29 15:30,-87.702061,41.939368,other retail,retail,170312101002026
2033843,Chicago,23C,shoplifting,larceny/theft offenses,property,2012-03-29 15:30,-87.626156,41.891695,other retail,retail,170310815002012
2033854,Chicago,13B,simple assault,assault offenses,persons,2012-03-29 16:00,-87.774589,41.926429,residence,residence,170311906021012
2034007,Chicago,13B,simple assault,assault offenses,persons,2012-03-29 19:00,-87.752882,41.91588,street,street,170311911006010
2034026,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-03-29 19:22,-87.728111,41.902642,street,street,170318421004002
2034252,Chicago,23D,theft from building,larceny/theft offenses,property,2012-03-30 00:01,-87.632361,41.882114,office,commercial,170318391001062
2034266,Chicago,13A,aggravated assault,assault offenses,persons,2012-03-30 00:10,-87.622397,41.792091,residence,residence,170314005001013
2034519,Chicago,13B,simple assault,assault offenses,persons,2012-03-30 10:30,-87.642468,41.695227,healthcare,healthcare,170314911004020
2034603,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2012-03-30 12:00,-87.694138,41.805891,other,other,170318428004018
2034806,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-03-30 16:30,-87.625782,41.702911,street,street,170314910004004
2034917,Chicago,23C,shoplifting,larceny/theft offenses,property,2012-03-30 18:25,-87.624097,41.897895,other retail,retail,170310812012006
2035070,Chicago,240,motor vehicle theft,motor vehicle theft,property,2012-03-30 21:40,-87.652193,41.90857,street,street,170318422001016
2035093,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-03-30 22:00,-87.695317,41.900212,street,street,170312426002012
2035113,Chicago,40C,purchasing prostitution,prostitution offenses,society,2012-03-30 22:25,-87.664299,41.782655,street,street,170316707002000
2035273,Chicago,23D,theft from building,larceny/theft offenses,property,2012-03-31 02:00,-87.62921,41.903165,bar/club,leisure,170310811003002
2035315,Chicago,13B,simple assault,assault offenses,persons,2012-03-31 03:25,-87.645431,41.944339,residence,residence,170310619012000
2035355,Chicago,240,motor vehicle theft,motor vehicle theft,property,2012-03-31 05:40,-87.707302,41.750446,street,street,170317001001008
2035387,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2012-03-31 08:00,-87.712842,41.992708,residence,residence,170311301003031
2035576,Chicago,23C,shoplifting,larceny/theft offenses,property,2012-03-31 13:04,-87.628069,41.73626,supermarket,retail,170318424002040
2035586,Chicago,23H,other theft,larceny/theft offenses,property,2012-03-31 13:25,-87.657195,41.966429,street,street,170318307003005
2036212,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-04-01 03:00,-87.642628,41.92921,street,street,170310702003000
2036233,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-04-01 03:08,-87.663289,41.912247,street,street,170318423001015
2036360,Chicago,23H,other theft,larceny/theft offenses,property,2012-04-01 09:00,-87.724993,41.899901,street,street,170312312005005
2036477,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2012-04-01 11:15,-87.63683,41.692423,residence,residence,170314911003021
2036620,Chicago,13B,simple assault,assault offenses,persons,2012-04-01 14:30,-87.705641,41.865461,other retail,retail,170318415001009
2036705,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-04-01 16:09,-87.52578,41.698593,street,street,170315205002002
2036852,Chicago,22B,non-residential burglary/breaking & entering,burglary/breaking & entering,property,2012-04-01 19:30,-87.723429,41.866196,other,other,170318430002032
2036922,Chicago,90Z,all other offenses,all other offenses,other,2012-04-01 21:14,-87.693782,41.850104,residence,residence,170313012001010
2036923,Chicago,90Z,all other offenses,all other offenses,other,2012-04-01 21:15,-87.710597,41.903715,private vehicle,vehicle,170312309002014
2037038,Chicago,13B,simple assault,assault offenses,persons,2012-04-01 23:52,-87.682667,41.77919,private vehicle,vehicle,170316607001004
2037229,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-04-02 09:00,-87.718954,41.950774,residence,residence,170311609001016
2037335,Chicago,23C,shoplifting,larceny/theft offenses,property,2012-04-02 11:17,-87.713287,41.965845,street,street,170311407023000
2037372,Chicago,13B,simple assault,assault offenses,persons,2012-04-02 12:00,-87.619757,41.823798,school,education,170318396002013
2037460,Chicago,26A,false pretenses/swindle/confidence game,fraud offenses (except counterfeiting/forgery and bad checks),property,2012-04-02 14:00,-87.550636,41.754401,other,other,170314314003001
2037463,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-04-02 14:00,-87.671788,41.914266,other,other,170318323001077
2037474,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-04-02 14:15,-87.535027,41.649606,street,street,170315501002005
2037535,Chicago,90Z,all other offenses,all other offenses,other,2012-04-02 16:00,-87.752237,41.908426,street,street,170312508001008
2037615,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-04-02 18:00,-87.670219,41.940585,government,government,170310625001012
2037774,Chicago,23H,other theft,larceny/theft offenses,property,2012-04-02 21:35,-87.691452,41.924864,street,street,170312215002001
2037796,Chicago,240,motor vehicle theft,motor vehicle theft,property,2012-04-02 22:00,-87.635677,41.757062,street,street,170316912001005
2037880,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-04-03 00:01,-87.549544,41.662423,vehicle parking,open space,170318388002064
2037883,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-04-03 00:01,-87.668774,41.990813,street,street,170310305002001
2038068,Chicago,23H,other theft,larceny/theft offenses,property,2012-04-03 09:00,-87.744471,41.918779,residence,residence,170311910002016
2038090,Chicago,26B,credit card/automated teller machine fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2012-04-03 09:00,-87.644495,41.768383,finance,commercial,170316811002000
2038128,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2012-04-03 10:00,-87.65711,41.740364,residence,residence,170317111003023
2038221,Chicago,23H,other theft,larceny/theft offenses,property,2012-04-03 12:00,-87.638757,41.773203,residence,residence,170316809003012
2038263,Chicago,23D,theft from building,larceny/theft offenses,property,2012-04-03 13:00,-87.634267,41.884467,restaurant,leisure,170318391001048
2038436,Chicago,90Z,all other offenses,all other offenses,other,2012-04-03 17:35,-87.712125,41.925301,residence,residence,170312206012011
2038541,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-04-03 19:38,-87.77309,41.90663,street,street,170312506004018
2038569,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-04-03 20:00,-87.607246,41.783187,private vehicle,vehicle,170314205002001
2038590,Chicago,13B,simple assault,assault offenses,persons,2012-04-03 20:20,-87.552759,41.734936,residence,residence,170314607002006
2038676,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-04-03 22:15,-87.623538,41.89495,hotel,hotel,170310814011007
2038775,Chicago,90Z,all other offenses,all other offenses,other,2012-04-04 00:21,-87.641669,41.801122,other,other,170318438002004
2038879,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2012-04-04 07:00,-87.777392,41.948493,residence,residence,170311702001015
2039245,Chicago,23H,other theft,larceny/theft offenses,property,2012-04-04 16:00,-87.606855,41.784041,residence,residence,170314205002001
2039348,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-04-04 18:00,-87.69858,41.74073,street,street,170317005022005
2039790,Chicago,90Z,all other offenses,all other offenses,other,2012-04-05 07:52,-87.735915,41.935578,residence,residence,170312001002004
2039804,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2012-04-05 08:00,-87.612783,41.763117,residence,residence,170316909005007
2039808,Chicago,12A,personal robbery,robbery,property,2012-04-05 08:10,-87.616371,41.744744,street,street,170314403002014
2039919,Chicago,23H,other theft,larceny/theft offenses,property,2012-04-05 11:00,-87.661389,41.893432,street,street,170312434001024
2039963,Chicago,11D,fondling,sex offenses,persons,2012-04-05 12:00,-87.731127,41.878803,residence,residence,170312606001007
2040020,Chicago,90Z,all other offenses,all other offenses,other,2012-04-05 13:40,-87.589339,41.745412,residence,residence,170318343006035
2040029,Chicago,13B,simple assault,assault offenses,persons,2012-04-05 14:00,-87.745919,41.899947,residence,residence,170312510001008
2040209,Chicago,23H,other theft,larceny/theft offenses,property,2012-04-05 18:00,-87.637904,41.7045,street,street,170314911005007
2040273,Chicago,240,motor vehicle theft,motor vehicle theft,property,2012-04-05 19:00,-87.61283,41.765167,street,street,170316909005000
2040341,Chicago,22B,non-residential burglary/breaking & entering,burglary/breaking & entering,property,2012-04-05 20:30,-87.640717,41.838117,other,other,170318401002023
2040445,Chicago,90Z,all other offenses,all other offenses,other,2012-04-05 22:48,-87.688888,41.925511,residence,residence,170318309002017
2040517,Chicago,13B,simple assault,assault offenses,persons,2012-04-06 00:30,-87.767035,41.88221,residence,residence,170312520002009
2040721,Chicago,13B,simple assault,assault offenses,persons,2012-04-06 10:15,-87.647321,41.783883,residence,residence,170318348001011
2040728,Chicago,90J,trespass of real property,trespass of real property,society,2012-04-06 10:30,-87.60387,41.714775,residence,residence,170315001002022
2040733,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-04-06 10:38,-87.621034,41.691451,street,street,170314914003003
2040776,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-04-06 11:45,-87.608159,41.770511,residence,residence,170314212002004
2040803,Chicago,13B,simple assault,assault offenses,persons,2012-04-06 12:10,-87.62899,41.884484,restaurant,leisure,170318391001038
2040865,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-04-06 13:40,-87.693911,41.963104,residence,residence,170310408002001
2040910,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-04-06 14:50,-87.76465,41.874503,green space,open space,170312521023003
2040922,Chicago,23H,other theft,larceny/theft offenses,property,2012-04-06 15:00,-87.648678,41.887117,vehicle parking,open space,170318330001022
2041019,Chicago,240,motor vehicle theft,motor vehicle theft,property,2012-04-06 17:00,-87.701958,41.819685,street,street,170315805013003
2041058,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-04-06 18:00,-87.606477,41.805441,private vehicle,vehicle,170318436001009
2041162,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-04-06 19:44,-87.653171,41.755967,street,street,170317102004006
2041363,Chicago,23C,shoplifting,larceny/theft offenses,property,2012-04-06 23:15,-87.660306,41.991262999999996,supermarket,retail,170310302002012
2041383,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-04-06 23:59,-87.537698,41.694491,residence,residence,170315206001004
2041443,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-04-07 01:00,-87.716334,41.930093,street,street,170312206025011
