uid,city_name,offense_code,offense_type,offense_group,offense_against,date_single,longitude,latitude,location_type,location_category,census_block
3286052,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-06 21:32,-87.645336,41.753807,street,street,170317102001012
3286106,Chicago,23D,theft from building,larceny/theft offenses,property,2016-08-06 23:00,-87.688321,41.949006,entertainment,leisure,170310505005004
3286228,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-07 01:35,-87.632134,41.894822,bar/club,leisure,170310817001014
3286275,Chicago,23D,theft from building,larceny/theft offenses,property,2016-08-07 02:30,-87.747043,41.912359,residence,residence,170312502001015
3286297,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-07 03:00,-87.756545,41.975859,private vehicle,vehicle,170311105013001
3286327,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-07 04:00,-87.704577,41.88191,street,street,170318369001002
3286539,Chicago,13B,simple assault,assault offenses,persons,2016-08-07 12:30,-87.72136,41.867124,residence,residence,170318430002029
3286561,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-07 13:00,-87.57483,41.771649,residence,residence,170314301014005
3286564,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-07 13:00,-87.719764,41.739462,residence,residence,170317004021017
3286667,Chicago,13B,simple assault,assault offenses,persons,2016-08-07 16:00,-87.570056,41.737138,residence,residence,170314503003005
3286813,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-07 20:00,-87.763635,41.879268,residence,residence,170312521024003
3287010,Chicago,90Z,all other offenses,all other offenses,other,2016-08-08 00:01,-87.670058,41.755734,residence,residence,170317104004008
3287099,Chicago,13B,simple assault,assault offenses,persons,2016-08-08 03:47,-87.661945,41.903425,gas station,retail,170318423001082
3287238,Chicago,12A,personal robbery,robbery,property,2016-08-08 10:00,-87.654615,41.784088,street,street,170316806002009
3287453,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2016-08-08 15:30,-87.660644,41.782595,residence,residence,170316708001015
3287496,Chicago,23A,pocket-picking,larceny/theft offenses,property,2016-08-08 16:45,-87.629366,41.880337,rapid transit,transportation,170318391001088
3287538,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-08 18:00,-87.683897,41.923424,street,street,170312216001010
3287551,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-08 18:20,-87.713598,41.962952,street,street,170311407024000
3287586,Chicago,90Z,all other offenses,all other offenses,other,2016-08-08 19:00,-87.663604,42.013109,street,street,170310103003005
3287594,Chicago,23C,shoplifting,larceny/theft offenses,property,2016-08-08 19:02,-87.655984,41.963071,other retail,retail,170318307004004
3287638,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-08 20:20,-87.648258,41.727867,religious,other,170317302021019
3287678,Chicago,23D,theft from building,larceny/theft offenses,property,2016-08-08 21:00,-87.625488,41.895996,restaurant,leisure,170310815002003
3287737,Chicago,13B,simple assault,assault offenses,persons,2016-08-08 22:50,-87.649544,41.688076,street,street,170317506003025
3287768,Chicago,13B,simple assault,assault offenses,persons,2016-08-08 23:46,-87.689403,41.873856,residence,residence,170312827002014
3287783,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-09 00:04,-87.667428,41.95162,residence,residence,170310604001010
3287826,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-09 01:50,-87.675705,41.742907,street,street,170317112004014
3287995,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2016-08-09 10:30,-87.64968,41.916791,residence,residence,170318326003002
3288207,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-09 16:11,-87.689597,41.939444,government,government,170318437001023
3288210,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-09 16:18,-87.614692,41.644818,street,street,170315401011019
3288221,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2016-08-09 16:40,-87.780044,41.945736,residence,residence,170311702002025
3288537,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-10 02:22,-87.653552,41.969107,street,street,170310313004006
3288546,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-10 03:00,-87.616845,41.764737,residence,residence,170316910001000
3288744,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-10 12:00,-87.626014,41.875212,street,street,170313204001041
3288795,Chicago,22B,non-residential burglary/breaking & entering,burglary/breaking & entering,property,2016-08-10 13:00,-87.704881,41.808107,other,other,170318428004023
3289009,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-10 18:45,-87.618363,41.892632,vehicle parking,open space,170310814032000
3289059,Chicago,23D,theft from building,larceny/theft offenses,property,2016-08-10 20:00,-87.59325,41.792799,residence,residence,170314112001005
3289139,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-10 22:00,-87.700776,41.781671,street,street,170316603022010
3289156,Chicago,13B,simple assault,assault offenses,persons,2016-08-10 22:25,-87.619182,41.677164,residence,residence,170315306003006
3289209,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-11 00:01,-87.717833,41.86551,residence,residence,170318387001014
3289348,Chicago,23C,shoplifting,larceny/theft offenses,property,2016-08-11 07:25,-87.586115,41.757614,supermarket,retail,170318342004016
3289726,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-11 16:30,-87.630168,41.909982,street,street,170310802012001
3289789,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-11 17:49,-87.713211,41.931959,other,other,170312106022009
3289830,Chicago,23A,pocket-picking,larceny/theft offenses,property,2016-08-11 18:40,-87.62793,41.885325,rapid transit,transportation,170318391001037
3289832,Chicago,23C,shoplifting,larceny/theft offenses,property,2016-08-11 18:57,-87.652487,41.939936,other retail,retail,170310621003011
3289837,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-11 19:00,-87.685404,41.8441,vehicle parking,open space,170318413002020
3289906,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-11 20:10,-87.562223,41.753598,residence,residence,170314313013004
3289921,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-11 20:30,-87.665565,41.921607,street,street,170318325001027
3290091,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-12 00:20,-87.648431,41.795998,residence,residence,170316121001037
3290117,Chicago,12A,personal robbery,robbery,property,2016-08-12 01:06,-87.639067,41.861716,street,street,170318419002090
3290238,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-12 08:15,-87.786302,41.923673,other,other,170318315001047
3290306,Chicago,520,weapon law violations,weapon law violations,society,2016-08-12 10:36,-87.712617,41.894215,street,street,170312315001002
3290348,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-12 12:00,-87.717115,41.840111,residence,residence,170313017023003
3290404,Chicago,26B,credit card/automated teller machine fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2016-08-12 13:30,-87.627609,41.874415,rapid transit,transportation,170318391002050
3290512,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2016-08-12 16:33,-87.652513,41.749929,street,street,170317108005016
3290550,Chicago,13B,simple assault,assault offenses,persons,2016-08-12 17:25,-87.777923,41.786233,residence,residence,170315611006014
3290552,Chicago,12A,personal robbery,robbery,property,2016-08-12 17:30,-87.601373,41.745048,residence,residence,170314401024000
3290623,Chicago,12A,personal robbery,robbery,property,2016-08-12 19:30,-87.677628,41.797996,residence,residence,170316116001010
3290625,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2016-08-12 19:30,-87.731332,41.996048,residence,residence,170311203001009
3290780,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-12 23:54,-87.663945,41.769472,street,street,170316715003021
3291002,Chicago,13B,simple assault,assault offenses,persons,2016-08-13 08:30,-87.574029,41.772763,residence,residence,170314301014003
3291080,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2016-08-13 11:00,-87.655223,41.93704,residence,residence,170310629001008
3291444,Chicago,26A,false pretenses/swindle/confidence game,fraud offenses (except counterfeiting/forgery and bad checks),property,2016-08-13 20:00,-87.883611,41.980826,airport,transportation,170319800001056
3291474,Chicago,13B,simple assault,assault offenses,persons,2016-08-13 21:00,-87.704239,41.86132,residence,residence,170318431001031
3291489,Chicago,13B,simple assault,assault offenses,persons,2016-08-13 21:20,-87.636858,41.755612,residence,residence,170316912001018
3291559,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-13 23:00,-87.678435,41.707562,residence,residence,170317203003025
3291561,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-13 23:00,-87.656823,41.990438,street,street,170310301013000
3291622,Chicago,12A,personal robbery,robbery,property,2016-08-14 00:00,-87.579317,41.763846,street,street,170314305001003
3291679,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-14 01:30,-87.728644,41.844198,street,street,170313018021015
3291707,Chicago,12B,commercial robbery,robbery,property,2016-08-14 02:00,-87.648868,41.928487,bar/club,leisure,170310703002000
3291788,Chicago,13B,simple assault,assault offenses,persons,2016-08-14 04:00,-87.680244,41.977838,residence,residence,170310401001035
3291849,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-14 06:00,-87.716452,41.899562,street,street,170312312001015
3291860,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-14 06:56,-87.698369,41.867309,street,street,170318386002008
3291895,Chicago,13B,simple assault,assault offenses,persons,2016-08-14 08:28,-87.614418,41.686868,residence,residence,170314914003011
3292119,Chicago,26A,false pretenses/swindle/confidence game,fraud offenses (except counterfeiting/forgery and bad checks),property,2016-08-14 15:39,-87.740319,41.885412,other retail,retail,170312604001019
3292193,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-14 17:35,-87.651841,41.75417,street,street,170317102004003
3292233,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-14 18:30,-87.597779,41.77322,street,street,170318344003013
3292258,Chicago,22B,non-residential burglary/breaking & entering,burglary/breaking & entering,property,2016-08-14 19:00,-87.62791,41.899145,office,commercial,170310812012003
3292295,Chicago,22B,non-residential burglary/breaking & entering,burglary/breaking & entering,property,2016-08-14 20:00,-87.587979,41.773316,other retail,retail,170314303001001
3292358,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-14 21:30,-87.667136,41.890689,street,street,170312432002016
3292435,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-14 23:45,-87.712804,41.860113,residence,residence,170312912002017
3292487,Chicago,240,motor vehicle theft,motor vehicle theft,property,2016-08-15 01:00,-87.749305,41.877346,street,street,170312522012005
3292645,Chicago,13B,simple assault,assault offenses,persons,2016-08-15 08:30,-87.622053,41.697372,residence,residence,170314909012012
3292702,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-15 10:00,-87.625936,41.899978,other,other,170310812011000
3292785,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2016-08-15 12:00,-87.69382,42.012203,residence,residence,170310202002013
3292831,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-15 13:00,-87.627075,41.888267,street,street,170310815003011
3292954,Chicago,240,motor vehicle theft,motor vehicle theft,property,2016-08-15 15:45,-87.642897,41.945806,street,street,170310619023007
3293019,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-15 17:08,-87.66897,41.951097,bar/club,leisure,170310604003008
3293075,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-15 18:30,-87.711557,41.786118,street,street,170316309002015
3293104,Chicago,13B,simple assault,assault offenses,persons,2016-08-15 19:18,-87.601577,41.752601,residence,residence,170316915002023
3293376,Chicago,09A,murder and nonnegligent manslaughter,homicide offenses,persons,2016-08-16 05:20,-87.722443,41.858329,residence,residence,170312924002002
3293431,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-16 08:40,-87.72164,41.916321,street,street,170312229001004
3293580,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2016-08-16 12:54,-87.673427,41.760704,residence,residence,170316720003016
3293768,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-16 17:05,-87.665291,41.786736,private vehicle,vehicle,170316703001011
3294018,Chicago,13B,simple assault,assault offenses,persons,2016-08-16 22:30,-87.664711,41.798816,street,street,170316119001005
3294157,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-17 02:05,-87.718821,41.786003,street,street,170316204003013
3294231,Chicago,240,motor vehicle theft,motor vehicle theft,property,2016-08-17 06:30,-87.732022,41.803203,street,street,170315703004017
3294274,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-17 08:00,-87.674259,41.955825,street,street,170310501002022
3294481,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-17 14:00,-87.704365,41.781688,street,street,170316604002004
3294560,Chicago,23D,theft from building,larceny/theft offenses,property,2016-08-17 16:00,-87.747285,41.952185,other retail,retail,170311508001009
3294641,Chicago,13B,simple assault,assault offenses,persons,2016-08-17 17:55,-87.707989,41.905559,residence,residence,170312309002004
3294841,Chicago,13B,simple assault,assault offenses,persons,2016-08-17 21:30,-87.622409,41.816551,residence,residence,170318359001013
3295030,Chicago,12A,personal robbery,robbery,property,2016-08-18 05:00,-87.674533,42.011992,street,street,170310107024003
3295204,Chicago,22B,non-residential burglary/breaking & entering,burglary/breaking & entering,property,2016-08-18 11:30,-87.591811,41.800536,other,other,170314107001000
3295346,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2016-08-18 15:17,-87.673165,41.79662,residence,residence,170316117002004
3295386,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-18 16:15,-87.641955,41.939442,street,street,170310632003006
3295614,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-18 22:00,-87.709998,41.847419,residence,residence,170313007003000
3295653,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-18 22:50,-87.707731,41.932031,convenience store,retail,170312106021011
3295822,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-19 07:00,-87.71897,41.782357,residence,residence,170316501004016
3295939,Chicago,26A,false pretenses/swindle/confidence game,fraud offenses (except counterfeiting/forgery and bad checks),property,2016-08-19 11:00,-87.62776,41.881718,other retail,retail,170313204001010
3295983,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-19 12:08,-87.684402,41.762399,street,street,170316610003001
3296217,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-19 18:11,-87.640975,41.87507,street,street,170318419001053
3296468,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-19 23:30,-87.718717,41.894302,street,street,170312315004004
3296743,Chicago,90Z,all other offenses,all other offenses,other,2016-08-20 09:00,-87.598769,41.762304,residence,residence,170318418001004
3296766,Chicago,26A,false pretenses/swindle/confidence game,fraud offenses (except counterfeiting/forgery and bad checks),property,2016-08-20 10:00,-87.551981,41.662149,residence,residence,170315502001027
3296885,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-20 13:16,-87.658392,41.872825,residence,residence,170318329002022
3296977,Chicago,13B,simple assault,assault offenses,persons,2016-08-20 15:45,-87.65969,41.741304,green space,open space,170317111003009
3297042,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-20 17:00,-87.764236,41.909943,private vehicle,vehicle,170312503003011
3297082,Chicago,13B,simple assault,assault offenses,persons,2016-08-20 18:15,-87.721713,41.879812,residence,residence,170312608001003
3297123,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2016-08-20 19:15,-87.716604,41.872636,abandoned,other,170312705001043
3297176,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-20 20:35,-87.683816,41.785898,other retail,retail,170318350001002
3297244,Chicago,23D,theft from building,larceny/theft offenses,property,2016-08-20 22:30,-87.766025,41.924902,healthcare,healthcare,170311906022033
3297364,Chicago,90Z,all other offenses,all other offenses,other,2016-08-21 01:00,-87.6644,41.761264,street,street,170316720001007
3297389,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-21 01:45,-87.563796,41.751062,residence,residence,170314604001005
3297410,Chicago,12A,personal robbery,robbery,property,2016-08-21 02:16,-87.63129,41.907841,residence,residence,170310802011004
3297526,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-21 08:30,-87.649929,41.744394,residence,residence,170317108003004
3297649,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2016-08-21 12:30,-87.5708,41.76986,residence,residence,170314301023002
3297810,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2016-08-21 17:00,-87.701848,41.77632,residence,residence,170316606005007
3297877,Chicago,13B,simple assault,assault offenses,persons,2016-08-21 19:00,-87.674626,41.806085,residence,residence,170316114003007
3297923,Chicago,23D,theft from building,larceny/theft offenses,property,2016-08-21 20:00,-87.713392,41.969358,residence,residence,170311402002008
3298012,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2016-08-21 22:00,-87.669784,41.897735,residence,residence,170312421003009
3298131,Chicago,12A,personal robbery,robbery,property,2016-08-22 01:00,-87.615702,41.783432,street,street,170314206001013
3298347,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-22 12:00,-87.592487,41.751421,other,other,170318343002028
3298484,Chicago,23C,shoplifting,larceny/theft offenses,property,2016-08-22 15:50,-87.627877,41.8835,other retail,retail,170313201001016
3298587,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2016-08-22 18:25,-87.720116,41.899773,other open space,open space,170312312001010
3298942,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-23 07:22,-87.61976,41.67989,street,street,170315301002022
3299320,Chicago,23C,shoplifting,larceny/theft offenses,property,2016-08-23 18:30,-87.53493,41.702733,other retail,retail,170315204004012
3299502,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-23 22:30,-87.784527,41.922358,other,other,170311913013003
3299536,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2016-08-23 23:30,-87.72518,41.994608,residence,residence,170311301001025
3299568,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-24 00:01,-87.655769,41.71001,residence,residence,170317306001013
3299846,Chicago,13B,simple assault,assault offenses,persons,2016-08-24 12:00,-87.598661,41.749528,residence,residence,170314401011002
3299933,Chicago,90Z,all other offenses,all other offenses,other,2016-08-24 14:40,-87.667467,41.902318,street,street,170312421001000
3299975,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-24 15:53,-87.688923,41.9103,vehicle parking,open space,170312411001002
3300032,Chicago,23D,theft from building,larceny/theft offenses,property,2016-08-24 17:00,-87.742731,41.960778,rapid transit,transportation,170311602004001
3300109,Chicago,23C,shoplifting,larceny/theft offenses,property,2016-08-24 18:10,-87.656598,41.876527,gas station,retail,170318331002009
3300166,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-24 19:30,-87.693219,41.89295,street,street,170318367002031
3300181,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-24 19:45,-87.562546,41.748957,residence,residence,170314604001011
3300296,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2016-08-24 22:00,-87.753153,41.792878,residence,residence,170315607001023
3300332,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2016-08-24 22:49,-87.619929,41.694433,residence,residence,170314909012016
3300363,Chicago,23B,purse-snatching,larceny/theft offenses,property,2016-08-24 23:40,-87.732954,41.87856,street,street,170312606001009
3300456,Chicago,13B,simple assault,assault offenses,persons,2016-08-25 03:28,-87.645747,41.769903,residence,residence,170316811001009
3300523,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-25 08:00,-87.747737,41.939728,street,street,170311510024008
3300625,Chicago,13B,simple assault,assault offenses,persons,2016-08-25 11:32,-87.554742,41.719074,street,street,170315101001050
3300743,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-25 14:30,-87.654813,41.791798,residence,residence,170316805001010
3301018,Chicago,90J,trespass of real property,trespass of real property,society,2016-08-25 21:00,-87.630703,41.830954,rapid transit,transportation,170313405001041
3301074,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-25 22:00,-87.731102,41.754989,residence,residence,170316505003038
3301078,Chicago,13B,simple assault,assault offenses,persons,2016-08-25 22:00,-87.669636,41.702412,residence,residence,170317207001008
3301135,Chicago,23D,theft from building,larceny/theft offenses,property,2016-08-25 23:47,-87.631561,41.880688,hotel,hotel,170318391001068
3301247,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-26 04:00,-87.692111,41.974244,street,street,170310402012010
3301265,Chicago,40A,prostitution,prostitution offenses,society,2016-08-26 05:05,-87.69053,41.807879,street,street,170318428004005
3301442,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-26 12:20,-87.707747,41.739661,residence,residence,170317004023021
3301491,Chicago,13B,simple assault,assault offenses,persons,2016-08-26 13:30,-87.58258,41.770986,other,other,170314302004002
3301532,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2016-08-26 14:34,-87.722547,41.770191,private vehicle,vehicle,170316505001000
3301700,Chicago,23C,shoplifting,larceny/theft offenses,property,2016-08-26 18:35,-87.585636,41.736346,healthcare,healthcare,170314802001000
3301790,Chicago,13B,simple assault,assault offenses,persons,2016-08-26 20:39,-87.531657,41.702133,street,street,170315204003000
3301873,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-26 22:29,-87.61602,41.822658,residence,residence,170313802001002
3302135,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-27 08:00,-87.731104,41.876108,street,street,170312606002006
3302186,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-27 10:00,-87.562134,41.760143,bus,transportation,170314313021009
3302269,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-27 12:30,-87.723193,41.794421,vehicle parking,open space,170316201003013
3302480,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-27 17:40,-87.710368,41.985777,street,street,170311303003022
3302520,Chicago,23C,shoplifting,larceny/theft offenses,property,2016-08-27 18:20,-87.656598,41.876527,gas station,retail,170318331002009
3302546,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-27 19:00,-87.756989,41.912316,residence,residence,170312503001021
3302895,Chicago,13B,simple assault,assault offenses,persons,2016-08-28 04:00,-87.632282,41.838228,gas station,retail,170313404001033
3302917,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-28 05:00,-87.766971,41.89483,religious,other,170312514001002
3303000,Chicago,90Z,all other offenses,all other offenses,other,2016-08-28 09:51,-87.657743,41.78684,street,street,170316709002000
3303042,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-28 11:08,-87.764959,41.88319,residence,residence,170312519004005
3303134,Chicago,13B,simple assault,assault offenses,persons,2016-08-28 13:30,-87.552801,41.73663,religious,other,170314607003006
3303141,Chicago,13B,simple assault,assault offenses,persons,2016-08-28 13:53,-87.562939,41.759031,supermarket,retail,170314313021012
3303191,Chicago,240,motor vehicle theft,motor vehicle theft,property,2016-08-28 15:00,-87.765671,41.902661,street,street,170312506002013
3303236,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-28 16:20,-87.75066,41.893585,street,street,170312516001004
3303607,Chicago,12A,personal robbery,robbery,property,2016-08-29 01:13,-87.714566,41.925177,street,street,170312206012007
3304020,Chicago,13B,simple assault,assault offenses,persons,2016-08-29 15:45,-87.673495,41.910547,street,street,170312403001033
3304108,Chicago,12A,personal robbery,robbery,property,2016-08-29 17:01,-87.666504,41.949661,street,street,170310604002001
3304332,Chicago,13B,simple assault,assault offenses,persons,2016-08-29 22:00,-87.617941,41.743302,residence,residence,170314403002020
3304368,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-29 22:44,-87.651801,41.75417,private vehicle,vehicle,170317102004003
3304396,Chicago,13B,simple assault,assault offenses,persons,2016-08-29 23:30,-87.618263,41.692084,street,street,170314914003000
3304473,Chicago,13B,simple assault,assault offenses,persons,2016-08-30 02:00,-87.70186,41.870997,green space,open space,170318373001015
3304487,Chicago,13B,simple assault,assault offenses,persons,2016-08-30 03:00,-87.644914,41.738821,street,street,170317110002014
3304604,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-30 10:00,-87.765525,41.918714,vehicle parking,open space,170311912002001
3304664,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-30 12:00,-87.684603,41.769681,street,street,170316609001017
3304877,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-30 17:00,-87.667622,41.946031,street,street,170318319001007
3305159,Chicago,520,weapon law violations,weapon law violations,society,2016-08-30 23:41,-87.726478,41.908685,street,street,170312306001006
3305263,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-31 05:41,-87.588276,41.748904,street,street,170318343006019
3305295,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-08-31 07:20,-87.617103,41.874218,street,street,170313204001026
3305336,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-31 09:00,-87.562545,41.748768,vehicle parking,open space,170314604001012
3305344,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2016-08-31 09:00,-87.604366,41.783009,residence,residence,170314204001011
3305418,Chicago,90Z,all other offenses,all other offenses,other,2016-08-31 11:05,-87.710044,41.873638,gas station,retail,170312713001032
3305469,Chicago,13A,aggravated assault,assault offenses,persons,2016-08-31 12:30,-87.722006,41.928812,residence,residence,170312207023003
3305612,Chicago,240,motor vehicle theft,motor vehicle theft,property,2016-08-31 16:00,-87.682219,41.685661,street,street,170317504001043
3305626,Chicago,23C,shoplifting,larceny/theft offenses,property,2016-08-31 16:08,-87.685081,41.881184,healthcare,healthcare,170318378001043
3305632,Chicago,23B,purse-snatching,larceny/theft offenses,property,2016-08-31 16:15,-87.741029,41.798963,street,street,170318352001035
3305684,Chicago,13B,simple assault,assault offenses,persons,2016-08-31 17:40,-87.622436,41.899235,street,street,170310813003000
3305869,Chicago,23H,other theft,larceny/theft offenses,property,2016-08-31 22:00,-87.721046,41.805409,residence,residence,170315704002014
3305933,Chicago,11U,sexual assault by penetration (including rape),sex offenses,persons,2016-09-01 00:00,-87.716391,41.897852,residence,residence,170312311001004
3306143,Chicago,520,weapon law violations,weapon law violations,society,2016-09-01 07:20,-87.72168,41.884077,residence,residence,170312601001009
3306222,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2016-09-01 09:00,-87.623584,41.710304,residence,residence,170314908005003
3306354,Chicago,90Z,all other offenses,all other offenses,other,2016-09-01 11:50,-87.626923,41.844024,residence,residence,170318392002008
3306482,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2016-09-01 14:19,-87.696797,41.812865,residence,residence,170315805022004
3306547,Chicago,23H,other theft,larceny/theft offenses,property,2016-09-01 16:00,-87.698197,41.776283,street,street,170316606005014
3306608,Chicago,23D,theft from building,larceny/theft offenses,property,2016-09-01 17:00,-87.685474,41.845969,school,education,170318413003013
3306658,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2016-09-01 18:10,-87.726908,41.880712,private vehicle,vehicle,170312602001027
3306686,Chicago,23C,shoplifting,larceny/theft offenses,property,2016-09-01 18:50,-87.627689,41.878568,other retail,retail,170318391001091
3306713,Chicago,13B,simple assault,assault offenses,persons,2016-09-01 19:25,-87.700868,41.69275,restaurant,leisure,170317401004004
